Policy Number,Year,IDV,City,State,Claim,Cubic Capacity,Mfr-Model,Premium
3650189,2011,380318,VARANASI,UTTAR PRADESH,25828,1200,Maruti Swift,10554
5085231,2008,311021,VARANASI,UTTAR PRADESH,2532,1200,Maruti Swift,7994
4510801,2009,336133,VARANASI,UTTAR PRADESH,7463,1200,Maruti Swift,8741
4207527,2010,324076,VARANASI,UTTAR PRADESH,20712,1200,Maruti Swift,9662
5166537,2008,276090,VARANASI,UTTAR PRADESH,9890,1200,Maruti Swift,7339
4458108,2007,254793,VARANASI,UTTAR PRADESH,29349,1200,Maruti Swift,6904
3313323,2007,209020,VARANASI,UTTAR PRADESH,11213,1200,Maruti Swift,5582
5062052,2009,342119,VARANASI,UTTAR PRADESH,18896,1200,Maruti Swift,9557
3559125,2011,486598,VARANASI,UTTAR PRADESH,3706,1200,Maruti Swift,13298
5219653,2007,263324,VARANASI,UTTAR PRADESH,34314,1200,Maruti Swift,7312
4384169,2006,195588,VARANASI,UTTAR PRADESH,37612,1200,Maruti Swift,5695
5309789,2006,214220,VARANASI,UTTAR PRADESH,14108,1200,Maruti Swift,5685
4829790,2011,490909,VARANASI,UTTAR PRADESH,11729,1200,Maruti Swift,13631
3874321,2005,179139,VARANASI,UTTAR PRADESH,6716,1200,Maruti Swift,5212
4354501,2006,193307,VARANASI,UTTAR PRADESH,14107,1200,Maruti Swift,5754
4627775,2010,417271,VARANASI,UTTAR PRADESH,17159,1200,Maruti Swift,12202
4020845,2008,319248,VARANASI,UTTAR PRADESH,26461,1200,Maruti Swift,9030
4188210,2010,387943,VARANASI,UTTAR PRADESH,20358,1200,Maruti Swift,11119
4992332,2009,311033,VARANASI,UTTAR PRADESH,12966,1200,Maruti Swift,8176
3848849,2011,478952,VARANASI,UTTAR PRADESH,37149,1200,Maruti Swift,14328
4642484,2011,392668,VARANASI,UTTAR PRADESH,29614,1200,Maruti Swift,10671
4894666,2010,424341,VARANASI,UTTAR PRADESH,9766,1200,Maruti Swift,11676
5130899,2011,304732,AHMEDABAD,Gujarat,35149,1000,Maruti Wagon-R,7868
5188016,2011,344996,AHMEDABAD,Gujarat,43957,1000,Maruti Wagon-R,9759
5041646,2007,186954,AHMEDABAD,Gujarat,22456,1000,Maruti Wagon-R,5509
5348776,2008,210859,AHMEDABAD,Gujarat,22178,1000,Maruti Wagon-R,5809
3523566,2009,251066,AHMEDABAD,Gujarat,32927,1000,Maruti Wagon-R,6572
4071431,2011,304369,AHMEDABAD,Gujarat,74098,1000,Maruti Wagon-R,8916
3444094,2010,276894,AHMEDABAD,Gujarat,52115,1000,Maruti Wagon-R,7734
3406581,2010,295848,AHMEDABAD,Gujarat,97543,1000,Maruti Wagon-R,8509
4433232,2009,273241,AHMEDABAD,Gujarat,38535,1000,Maruti Wagon-R,7375
4335782,2009,232974,AHMEDABAD,Gujarat,27575,1000,Maruti Wagon-R,6332
3501119,2008,210665,AHMEDABAD,Gujarat,23863,1000,Maruti Wagon-R,6162
3658314,2010,304819,AHMEDABAD,Gujarat,9780,1000,Maruti Wagon-R,8732
4887240,2006,146837,AHMEDABAD,Gujarat,47513,1000,Maruti Wagon-R,4218
4177797,2010,266870,AHMEDABAD,Gujarat,13534,1000,Maruti Wagon-R,7667
5272256,2011,346207,AHMEDABAD,Gujarat,15516,1000,Maruti Wagon-R,10337
3506592,2008,206895,AHMEDABAD,Gujarat,68046,1000,Maruti Wagon-R,5822
3535429,2011,349471,AHMEDABAD,Gujarat,45267,1000,Maruti Wagon-R,9896
3506727,2009,262040,AHMEDABAD,Gujarat,52885,1000,Maruti Wagon-R,6859
5137817,2008,202124,AHMEDABAD,Gujarat,33184,1000,Maruti Wagon-R,5430
5051238,2010,295348,AHMEDABAD,Gujarat,63760,1000,Maruti Wagon-R,8830
5430529,2009,244115,AHMEDABAD,Gujarat,20153,1000,Maruti Wagon-R,6557
4990143,2008,204329,AHMEDABAD,Gujarat,5358,1000,Maruti Wagon-R,5752
4512529,2008,208397,AHMEDABAD,Gujarat,66781,1000,Maruti Wagon-R,5541
5203708,2009,244576,AHMEDABAD,Gujarat,6957,1000,Maruti Wagon-R,6300
3977015,2011,334476,AHMEDABAD,Gujarat,69824,1000,Maruti Wagon-R,9914
4667677,2011,327148,AHMEDABAD,Gujarat,44744,1000,Maruti Wagon-R,8636
5027532,2009,260021,AHMEDABAD,Gujarat,20726,1000,Maruti Wagon-R,7611
5314846,2009,249014,AHMEDABAD,Gujarat,60308,1000,Maruti Wagon-R,6585
3844738,2009,247274,AHMEDABAD,Gujarat,34311,1000,Maruti Wagon-R,6655
3960392,2010,275534,AHMEDABAD,Gujarat,28607,1000,Maruti Wagon-R,7594
4763700,2010,272543,AHMEDABAD,Gujarat,79739,1000,Maruti Wagon-R,7695
5550736,2009,236837,AHMEDABAD,Gujarat,9750,1000,Maruti Wagon-R,7054
4494727,2008,223820,AHMEDABAD,Gujarat,41948,1000,Maruti Wagon-R,6264
3602806,2011,301799,AHMEDABAD,Gujarat,9103,1000,Maruti Wagon-R,7830
5430825,2006,158648,AHMEDABAD,Gujarat,32523,1000,Maruti Wagon-R,4697
4111136,2010,261480,AHMEDABAD,Gujarat,12622,1000,Maruti Wagon-R,7682
5186965,2008,217995,AHMEDABAD,Gujarat,32362,1000,Maruti Wagon-R,6412
4869340,2009,241972,AHMEDABAD,Gujarat,38245,1000,Maruti Wagon-R,6864
5109666,2010,277452,AHMEDABAD,Gujarat,36860,1000,Maruti Wagon-R,7645
4984475,2011,346204,AHMEDABAD,Gujarat,29446,1000,Maruti Wagon-R,9433
4700118,2011,347240,AHMEDABAD,Gujarat,60880,1000,Maruti Wagon-R,10246
4068437,2006,142404,AHMEDABAD,Gujarat,14459,1000,Maruti Wagon-R,3789
4649082,2011,329744,AHMEDABAD,Gujarat,15829,1000,Maruti Wagon-R,9003
4685055,2008,206608,AHMEDABAD,Gujarat,24277,1000,Maruti Wagon-R,6069
3808895,2006,164210,AHMEDABAD,Gujarat,26807,1000,Maruti Wagon-R,4232
4711321,2008,195408,AHMEDABAD,Gujarat,4543,1000,Maruti Wagon-R,5719
5115596,2011,342462,AHMEDABAD,Gujarat,45616,1000,Maruti Wagon-R,9616
3286509,2009,251088,AHMEDABAD,Gujarat,81500,1000,Maruti Wagon-R,6521
4642225,2010,277134,AHMEDABAD,Gujarat,28571,1000,Maruti Wagon-R,7174
4821400,2011,339402,AHMEDABAD,Gujarat,40760,1000,Maruti Wagon-R,9539
4922417,2010,278239,AHMEDABAD,Gujarat,35810,1000,Maruti Wagon-R,7577
5307382,2008,199919,AHMEDABAD,Gujarat,24000,1000,Maruti Wagon-R,5492
3290936,2009,263561,AHMEDABAD,Gujarat,53097,1000,Maruti Wagon-R,6828
5145822,2009,259129,AHMEDABAD,Gujarat,23695,1000,Maruti Wagon-R,7162
5409735,2010,304146,BANGALORE,Karnataka,98970,1000,Maruti Wagon-R,8510
5345563,2008,206616,BANGALORE,Karnataka,16975,1000,Maruti Wagon-R,5763
5466663,2010,281100,BANGALORE,Karnataka,12659,1000,Maruti Wagon-R,8104
3279218,2009,260224,BANGALORE,Karnataka,81377,1000,Maruti Wagon-R,7211
3295799,2011,316881,BANGALORE,Karnataka,23603,1000,Maruti Wagon-R,8421
4774159,2007,166958,BANGALORE,Karnataka,22244,1000,Maruti Wagon-R,4971
5108106,2011,346193,BANGALORE,Karnataka,26294,1000,Maruti Wagon-R,10219
3216372,2009,259162,BANGALORE,Karnataka,21723,1000,Maruti Wagon-R,7382
3316085,2011,341639,BANGALORE,Karnataka,37043,1000,Maruti Wagon-R,9054
4872141,2008,217958,BANGALORE,Karnataka,61712,1000,Maruti Wagon-R,5747
4351990,2011,332126,BANGALORE,Karnataka,75992,1000,Maruti Wagon-R,9449
4471710,2009,262882,BANGALORE,Karnataka,34531,1000,Maruti Wagon-R,7366
4234305,2011,310831,BANGALORE,Karnataka,3787,1000,Maruti Wagon-R,8910
4124963,2007,187985,BANGALORE,Karnataka,12108,1000,Maruti Wagon-R,4867
3342267,2008,213283,BANGALORE,Karnataka,11250,1000,Maruti Wagon-R,5944
4832201,2010,281053,BANGALORE,Karnataka,14681,1000,Maruti Wagon-R,8382
3333115,2006,150203,BANGALORE,Karnataka,2727,1000,Maruti Wagon-R,4505
4707338,2006,157241,BANGALORE,Karnataka,25840,1000,Maruti Wagon-R,4308
3500145,2010,292770,BANGALORE,Karnataka,25635,1000,Maruti Wagon-R,7522
4381666,2011,303211,BANGALORE,Karnataka,31600,1000,Maruti Wagon-R,8392
3386183,2010,292769,BANGALORE,Karnataka,37993,1000,Maruti Wagon-R,8585
4754251,2005,138842,BANGALORE,Karnataka,19425,1000,Maruti Wagon-R,4100
4950949,2011,342502,BANGALORE,Karnataka,73327,1000,Maruti Wagon-R,9773
3700125,2010,272807,BANGALORE,Karnataka,53552,1000,Maruti Wagon-R,7083
4096536,2011,297753,BANGALORE,Karnataka,101710,1000,Maruti Wagon-R,8013
4141997,2008,209793,BANGALORE,Karnataka,10369,1000,Maruti Wagon-R,5965
3591478,2006,150548,BANGALORE,Karnataka,32866,1000,Maruti Wagon-R,4031
4490950,2010,279097,BANGALORE,Karnataka,38367,1000,Maruti Wagon-R,7567
5131897,2010,289717,BANGALORE,Karnataka,16517,1000,Maruti Wagon-R,8292
5494311,2007,177745,BANGALORE,Karnataka,15228,1000,Maruti Wagon-R,4598
4202461,2008,196661,BANGALORE,Karnataka,36113,1000,Maruti Wagon-R,5092
4902181,2011,334424,BANGALORE,Karnataka,54002,1000,Maruti Wagon-R,9356
3236665,2011,296459,BANGALORE,Karnataka,35225,1000,Maruti Wagon-R,7940
3935251,2011,342241,BANGALORE,Karnataka,32414,1000,Maruti Wagon-R,9094
4994931,2008,218124,BANGALORE,Karnataka,34584,1000,Maruti Wagon-R,5987
4472671,2011,302971,BANGALORE,Karnataka,123774,1000,Maruti Wagon-R,8878
4691785,2010,264547,BANGALORE,Karnataka,31084,1000,Maruti Wagon-R,7832
3380973,2010,283863,BANGALORE,Karnataka,54253,1000,Maruti Wagon-R,7573
4786515,2009,257307,BANGALORE,Karnataka,30684,1000,Maruti Wagon-R,7674
5444434,2010,274883,BANGALORE,Karnataka,13794,1000,Maruti Wagon-R,7110
4034156,2010,315162,BANGALORE,Karnataka,19002,1000,Maruti Wagon-R,8192
4500527,2010,302048,BANGALORE,Karnataka,15744,1000,Maruti Wagon-R,7833
4845407,2011,345482,BANGALORE,Karnataka,55685,1000,Maruti Wagon-R,10267
3304219,2009,248510,BANGALORE,Karnataka,33249,1000,Maruti Wagon-R,7205
3628679,2009,263200,BANGALORE,Karnataka,16986,1000,Maruti Wagon-R,7231
3958395,2007,190936,BANGALORE,Karnataka,31010,1000,Maruti Wagon-R,5398
5533892,2007,174367,BANGALORE,Karnataka,25599,1000,Maruti Wagon-R,4687
5167923,2010,290039,BANGALORE,Karnataka,48662,1000,Maruti Wagon-R,8610
4956881,2011,317600,BANGALORE,Karnataka,98639,1000,Maruti Wagon-R,8137
3968447,2008,212456,BANGALORE,Karnataka,29527,1000,Maruti Wagon-R,5749
3276499,2008,214180,BANGALORE,Karnataka,73242,1000,Maruti Wagon-R,5888
3381680,2010,278227,BANGALORE,Karnataka,7956,1000,Maruti Wagon-R,7164
3400329,2009,258930,BANGALORE,Karnataka,88687,1000,Maruti Wagon-R,6739
4533933,2011,301880,BANGALORE,Karnataka,52311,1000,Maruti Wagon-R,8492
4251056,2009,239242,BANGALORE,Karnataka,4145,1000,Maruti Wagon-R,6681
3818761,2009,256222,BANGALORE,Karnataka,24529,1000,Maruti Wagon-R,6625
4496425,2010,303868,BANGALORE,Karnataka,48994,1000,Maruti Wagon-R,8701
3813624,2005,144404,BANGALORE,Karnataka,19944,1000,Maruti Wagon-R,3816
3740839,2006,158579,BANGALORE,Karnataka,22849,1000,Maruti Wagon-R,4232
3556373,2010,301320,BANGALORE,Karnataka,64628,1000,Maruti Wagon-R,8480
5128299,2008,202765,BANGALORE,Karnataka,30818,1000,Maruti Wagon-R,6024
4017729,2007,186957,BANGALORE,Karnataka,63595,1000,Maruti Wagon-R,4941
3504516,2007,175231,BANGALORE,Karnataka,13671,1000,Maruti Wagon-R,4733
3667063,2010,293590,BANGALORE,Karnataka,35305,1000,Maruti Wagon-R,7885
5234182,2011,327250,BANGALORE,Karnataka,45616,1000,Maruti Wagon-R,8609
5451359,2008,212650,BANGALORE,Karnataka,7539,1000,Maruti Wagon-R,5638
4321382,2006,146726,BANGALORE,Karnataka,19354,1000,Maruti Wagon-R,3893
5554331,2009,259684,BANGALORE,Karnataka,52264,1000,Maruti Wagon-R,6769
4856962,2006,140755,BANGALORE,Karnataka,51388,1000,Maruti Wagon-R,3841
4995844,2011,310313,BANGALORE,Karnataka,96761,1000,Maruti Wagon-R,8539
5072227,2010,284478,BANGALORE,Karnataka,34395,1000,Maruti Wagon-R,7681
5320803,2010,265506,BANGALORE,Karnataka,42180,1000,Maruti Wagon-R,7741
5241936,2009,256492,BANGALORE,Karnataka,33828,1000,Maruti Wagon-R,6898
4750371,2009,237492,BANGALORE,Karnataka,17615,1000,Maruti Wagon-R,6700
3506073,2011,311933,BANGALORE,Karnataka,7607,1000,Maruti Wagon-R,8663
4931842,2011,300665,BANGALORE,Karnataka,17961,1000,Maruti Wagon-R,8483
4705304,2008,226719,BANGALORE,Karnataka,48831,1000,Maruti Wagon-R,6452
5105599,2010,263739,BANGALORE,Karnataka,81122,1000,Maruti Wagon-R,7795
4402072,2009,240022,BANGALORE,Karnataka,37762,1000,Maruti Wagon-R,6244
4663649,2006,159561,BANGALORE,Karnataka,28576,1000,Maruti Wagon-R,4474
5524418,2009,237549,BANGALORE,Karnataka,36214,1000,Maruti Wagon-R,6524
5209328,2010,295158,BANGALORE,Karnataka,58894,1000,Maruti Wagon-R,8291
5279849,2008,214644,BANGALORE,Karnataka,37366,1000,Maruti Wagon-R,5742
3567756,2011,298344,BANGALORE,Karnataka,24993,1000,Maruti Wagon-R,7784
3283602,2010,295101,BANGALORE,Karnataka,45603,1000,Maruti Wagon-R,7737
3873588,2010,279820,BANGALORE,Karnataka,35030,1000,Maruti Wagon-R,8346
3445861,2010,272927,BANGALORE,Karnataka,33815,1000,Maruti Wagon-R,7795
3300393,2009,253608,BANGALORE,Karnataka,91190,1000,Maruti Wagon-R,6803
4933650,2011,314910,BANGALORE,Karnataka,35498,1000,Maruti Wagon-R,8732
4418007,2010,303913,BANGALORE,Karnataka,38864,1000,Maruti Wagon-R,8869
4155114,2008,205744,BANGALORE,Karnataka,25562,1000,Maruti Wagon-R,5568
4965432,2005,135839,BANGALORE,Karnataka,21533,1000,Maruti Wagon-R,3732
4156689,2007,183439,BANGALORE,Karnataka,48043,1000,Maruti Wagon-R,4943
4629062,2008,224557,BANGALORE,Karnataka,62509,1000,Maruti Wagon-R,6469
4397507,2007,177572,BANGALORE,Karnataka,35495,1000,Maruti Wagon-R,4798
5306763,2010,270666,BANGALORE,Karnataka,44493,1000,Maruti Wagon-R,7973
3583012,2011,311468,BANGALORE,Karnataka,47586,1000,Maruti Wagon-R,8185
4983460,2005,135024,BANGALORE,Karnataka,17456,1000,Maruti Wagon-R,3813
4514856,2010,288344,BANGALORE,Karnataka,83840,1000,Maruti Wagon-R,8635
4128035,2010,293702,BANGALORE,Karnataka,88682,1000,Maruti Wagon-R,8451
3956411,2010,289149,BANGALORE,Karnataka,21492,1000,Maruti Wagon-R,7622
3327673,2009,257853,BANGALORE,Karnataka,41227,1000,Maruti Wagon-R,7149
5044097,2007,166144,BANGALORE,Karnataka,47455,1000,Maruti Wagon-R,4830
5288832,2010,279665,BANGALORE,Karnataka,29117,1000,Maruti Wagon-R,7742
3384992,2006,136310,BANGALORE,Karnataka,29436,1000,Maruti Wagon-R,3916
3594235,2010,291414,BANGALORE,Karnataka,33726,1000,Maruti Wagon-R,8475
3756057,2005,139468,BANGALORE,Karnataka,35143,1000,Maruti Wagon-R,3975
5185850,2009,261508,BANGALORE,Karnataka,21903,1000,Maruti Wagon-R,7361
4521281,2011,333521,BANGALORE,Karnataka,93766,1000,Maruti Wagon-R,9868
4498121,2010,285313,BANGALORE,Karnataka,88767,1000,Maruti Wagon-R,8532
4971835,2010,276710,BANGALORE,Karnataka,50118,1000,Maruti Wagon-R,7874
5146596,2005,140484,BANGALORE,Karnataka,8014,1000,Maruti Wagon-R,4181
4812641,2011,313572,BANGALORE,Karnataka,42349,1000,Maruti Wagon-R,9127
4277300,2010,264248,BANGALORE,Karnataka,48575,1000,Maruti Wagon-R,7831
4345085,2011,328081,BANGALORE,Karnataka,106670,1000,Maruti Wagon-R,9372
4876187,2011,340195,BANGALORE,Karnataka,64142,1000,Maruti Wagon-R,10110
3687355,2009,265565,BANGALORE,Karnataka,105005,1000,Maruti Wagon-R,7514
3924992,2008,196451,BANGALORE,Karnataka,31369,1000,Maruti Wagon-R,5430
4434458,2010,281060,BANGALORE,Karnataka,92504,1000,Maruti Wagon-R,7383
4596574,2011,320803,BANGALORE,Karnataka,44916,1000,Maruti Wagon-R,9155
5251432,2007,174380,BANGALORE,Karnataka,51068,1000,Maruti Wagon-R,5196
4595487,2007,183274,BANGALORE,Karnataka,25631,1000,Maruti Wagon-R,5156
5414132,2011,297599,BANGALORE,Karnataka,48180,1000,Maruti Wagon-R,8456
4785599,2009,262784,BANGALORE,Karnataka,15575,1000,Maruti Wagon-R,6925
4965061,2009,232327,BANGALORE,Karnataka,65968,1000,Maruti Wagon-R,6033
5119793,2007,174822,BANGALORE,Karnataka,24580,1000,Maruti Wagon-R,4940
3310025,2006,140852,BANGALORE,Karnataka,3170,1000,Maruti Wagon-R,4180
5013054,2010,286586,BANGALORE,Karnataka,38164,1000,Maruti Wagon-R,8307
5371436,2008,213405,BANGALORE,Karnataka,82719,1000,Maruti Wagon-R,6202
5124462,2011,340324,BANGALORE,Karnataka,48939,1000,Maruti Wagon-R,9695
5478485,2007,168260,BANGALORE,Karnataka,21621,1000,Maruti Wagon-R,4404
3636556,2007,166171,BANGALORE,Karnataka,15490,1000,Maruti Wagon-R,4575
3225523,2009,237161,BANGALORE,Karnataka,51643,1000,Maruti Wagon-R,6355
5255835,2011,346995,BANGALORE,Karnataka,80870,1000,Maruti Wagon-R,9757
5082315,2011,344958,BANGALORE,Karnataka,19277,1000,Maruti Wagon-R,9739
5343491,2005,137685,BANGALORE,Karnataka,2203,1000,Maruti Wagon-R,3730
3999371,2009,249382,BANGALORE,Karnataka,55235,1000,Maruti Wagon-R,7330
4198798,2006,144796,BANGALORE,Karnataka,2301,1000,Maruti Wagon-R,4093
4159058,2011,293467,BANGALORE,Karnataka,120252,1000,Maruti Wagon-R,7544
5021482,2010,298526,BANGALORE,Karnataka,41769,1000,Maruti Wagon-R,8300
3786668,2008,216772,BANGALORE,Karnataka,3764,1000,Maruti Wagon-R,6178
4014119,2006,153490,BANGALORE,Karnataka,33589,1000,Maruti Wagon-R,4267
4750382,2007,175036,BANGALORE,Karnataka,21681,1000,Maruti Wagon-R,4892
3772810,2007,186774,BANGALORE,Karnataka,17462,1000,Maruti Wagon-R,5103
3220036,2010,277167,BHOPAL,MADHYA PRADESH,23764,1000,Maruti Wagon-R,7505
3915900,2008,221774,BHOPAL,MADHYA PRADESH,10277,1000,Maruti Wagon-R,6636
3302338,2011,328545,BHOPAL,MADHYA PRADESH,39154,1000,Maruti Wagon-R,9649
3331999,2009,247464,BHOPAL,MADHYA PRADESH,28116,1000,Maruti Wagon-R,6512
3759227,2007,180144,BHOPAL,MADHYA PRADESH,31440,1000,Maruti Wagon-R,5091
4361851,2006,154921,BHOPAL,MADHYA PRADESH,15512,1000,Maruti Wagon-R,3969
4655504,2010,297155,BHOPAL,MADHYA PRADESH,26022,1000,Maruti Wagon-R,7923
5146728,2010,303023,BHOPAL,MADHYA PRADESH,29319,1000,Maruti Wagon-R,8140
5394341,2009,254276,BHOPAL,MADHYA PRADESH,26889,1000,Maruti Wagon-R,7234
4717138,2011,309248,BHOPAL,MADHYA PRADESH,65838,1000,Maruti Wagon-R,8775
3823981,2011,295893,BHOPAL,MADHYA PRADESH,40309,1000,Maruti Wagon-R,8176
5373495,2010,270102,BHOPAL,MADHYA PRADESH,20483,1000,Maruti Wagon-R,7447
4432081,2011,343119,BHOPAL,MADHYA PRADESH,68424,1000,Maruti Wagon-R,9756
4947720,2008,210874,BHOPAL,MADHYA PRADESH,41936,1000,Maruti Wagon-R,5426
5119771,2007,174551,BHOPAL,MADHYA PRADESH,35200,1000,Maruti Wagon-R,4793
3498911,2008,212761,BHOPAL,MADHYA PRADESH,21513,1000,Maruti Wagon-R,5611
5096257,2011,326367,BHOPAL,MADHYA PRADESH,63521,1000,Maruti Wagon-R,8985
4850365,2011,303508,BHOPAL,MADHYA PRADESH,27033,1000,Maruti Wagon-R,9074
5521745,2009,239248,BHOPAL,MADHYA PRADESH,28180,1000,Maruti Wagon-R,6894
4071930,2010,294578,BHOPAL,MADHYA PRADESH,16679,1000,Maruti Wagon-R,7784
3802669,2007,169388,BHOPAL,MADHYA PRADESH,37222,1000,Maruti Wagon-R,4368
4177812,2010,263149,BHOPAL,MADHYA PRADESH,27171,1000,Maruti Wagon-R,7194
3747404,2010,290928,BHOPAL,MADHYA PRADESH,47392,1000,Maruti Wagon-R,8130
4647145,2008,201622,BHOPAL,MADHYA PRADESH,23640,1000,Maruti Wagon-R,5185
5160138,2010,278671,CALICUT,KERALA,77292,1000,Maruti Wagon-R,7345
4545082,2007,173248,CALICUT,KERALA,36782,1000,Maruti Wagon-R,5170
3575633,2006,139440,CALICUT,KERALA,39172,1000,Maruti Wagon-R,3648
3999199,2007,184386,CALICUT,KERALA,17031,1000,Maruti Wagon-R,5203
4760206,2009,266313,CALICUT,KERALA,35549,1000,Maruti Wagon-R,7179
4021413,2009,249215,CALICUT,KERALA,30818,1000,Maruti Wagon-R,6783
3437616,2010,273095,CALICUT,KERALA,8315,1000,Maruti Wagon-R,7902
4959919,2010,283755,CALICUT,KERALA,28981,1000,Maruti Wagon-R,8200
3524289,2011,329349,CALICUT,KERALA,33495,1000,Maruti Wagon-R,9093
5376381,2005,140842,CALICUT,KERALA,10119,1000,Maruti Wagon-R,4049
3890317,2011,315334,CALICUT,KERALA,49334,1000,Maruti Wagon-R,8800
4159515,2011,298765,CALICUT,KERALA,46595,1000,Maruti Wagon-R,8276
3541309,2011,297175,CALICUT,KERALA,56298,1000,Maruti Wagon-R,8108
4200657,2010,314211,CALICUT,KERALA,38653,1000,Maruti Wagon-R,8179
5162423,2010,300482,CALICUT,KERALA,56602,1000,Maruti Wagon-R,8522
4624403,2010,288161,CALICUT,KERALA,69650,1000,Maruti Wagon-R,7599
4754934,2010,274498,CALICUT,KERALA,11643,1000,Maruti Wagon-R,7362
4700021,2009,236970,CALICUT,KERALA,13297,1000,Maruti Wagon-R,6836
3747324,2006,163689,CALICUT,KERALA,3296,1000,Maruti Wagon-R,4642
4054787,2008,219710,CALICUT,KERALA,43481,1000,Maruti Wagon-R,6404
4758695,2010,283034,CALICUT,KERALA,27121,1000,Maruti Wagon-R,8017
4970243,2005,146171,CALICUT,KERALA,1674,1000,Maruti Wagon-R,4059
5002398,2007,171573,CALICUT,KERALA,1834,1000,Maruti Wagon-R,5032
3712409,2011,310375,CALICUT,KERALA,71664,1000,Maruti Wagon-R,8065
3594427,2005,146530,CHENNAI,TAMILNADU,32312,1000,Maruti Wagon-R,3971
3478593,2011,307951,CHENNAI,TAMILNADU,95804,1000,Maruti Wagon-R,8219
5071539,2008,205580,CHENNAI,TAMILNADU,6841,1000,Maruti Wagon-R,6122
3531533,2006,152479,CHENNAI,TAMILNADU,45248,1000,Maruti Wagon-R,4426
3892507,2006,153487,CHENNAI,TAMILNADU,26486,1000,Maruti Wagon-R,4396
4420237,2008,226534,CHENNAI,TAMILNADU,69481,1000,Maruti Wagon-R,5980
3469771,2010,292095,CHENNAI,TAMILNADU,10703,1000,Maruti Wagon-R,8590
3280746,2011,317630,CHENNAI,TAMILNADU,54701,1000,Maruti Wagon-R,9503
3960857,2008,205996,CHENNAI,TAMILNADU,25635,1000,Maruti Wagon-R,5347
4623376,2010,268352,CHENNAI,TAMILNADU,28376,1000,Maruti Wagon-R,7206
4027200,2010,285607,CHENNAI,TAMILNADU,20023,1000,Maruti Wagon-R,8243
3770035,2008,193705,CHENNAI,TAMILNADU,16455,1000,Maruti Wagon-R,5377
3736689,2005,136453,CHENNAI,TAMILNADU,38497,1000,Maruti Wagon-R,3928
3530757,2009,268311,CHENNAI,TAMILNADU,75739,1000,Maruti Wagon-R,7817
3550916,2005,148988,CHENNAI,TAMILNADU,27056,1000,Maruti Wagon-R,4391
3692369,2006,153660,CHENNAI,TAMILNADU,14583,1000,Maruti Wagon-R,4530
4465735,2010,288900,CHENNAI,TAMILNADU,16676,1000,Maruti Wagon-R,8467
4914811,2007,181385,CHENNAI,TAMILNADU,10008,1000,Maruti Wagon-R,5413
5147348,2010,303568,CHENNAI,TAMILNADU,58706,1000,Maruti Wagon-R,9080
5312772,2010,278492,CHENNAI,TAMILNADU,29291,1000,Maruti Wagon-R,7293
5268072,2011,339263,CHENNAI,TAMILNADU,41982,1000,Maruti Wagon-R,8758
4363889,2009,261284,CHENNAI,TAMILNADU,9002,1000,Maruti Wagon-R,7610
4134481,2009,250597,CHENNAI,TAMILNADU,3998,1000,Maruti Wagon-R,7062
5234415,2010,270509,CHENNAI,TAMILNADU,66876,1000,Maruti Wagon-R,7445
3429618,2005,155737,CHENNAI,TAMILNADU,18959,1000,Maruti Wagon-R,4116
4224407,2006,156439,CHENNAI,TAMILNADU,33004,1000,Maruti Wagon-R,4402
5175162,2010,308795,CHENNAI,TAMILNADU,43416,1000,Maruti Wagon-R,8194
3432644,2011,324519,CHENNAI,TAMILNADU,35347,1000,Maruti Wagon-R,9382
5127248,2010,275342,CHENNAI,TAMILNADU,77050,1000,Maruti Wagon-R,7701
4736579,2006,143397,CHENNAI,TAMILNADU,9370,1000,Maruti Wagon-R,3679
4285813,2009,248255,CHENNAI,TAMILNADU,83170,1000,Maruti Wagon-R,6407
5247422,2007,165609,CHENNAI,TAMILNADU,6022,1000,Maruti Wagon-R,4361
5007264,2008,224106,CHENNAI,TAMILNADU,61195,1000,Maruti Wagon-R,6412
5261677,2008,228150,CHENNAI,TAMILNADU,56160,1000,Maruti Wagon-R,6573
3407490,2006,153447,CHENNAI,TAMILNADU,30442,1000,Maruti Wagon-R,4097
4817288,2008,216582,CHENNAI,TAMILNADU,82878,1000,Maruti Wagon-R,6320
5471888,2005,129869,CHENNAI,TAMILNADU,38859,1000,Maruti Wagon-R,3454
4460006,2007,180841,CHENNAI,TAMILNADU,19989,1000,Maruti Wagon-R,4820
3839057,2008,213720,CHENNAI,TAMILNADU,46944,1000,Maruti Wagon-R,6253
3886600,2009,261023,CHENNAI,TAMILNADU,39722,1000,Maruti Wagon-R,7792
4172819,2011,327981,CHENNAI,TAMILNADU,128263,1000,Maruti Wagon-R,8449
3477494,2009,266554,CHENNAI,TAMILNADU,95621,1000,Maruti Wagon-R,6931
5027338,2008,220863,CHENNAI,TAMILNADU,5621,1000,Maruti Wagon-R,5723
5062906,2007,186041,CHENNAI,TAMILNADU,59074,1000,Maruti Wagon-R,5342
4699074,2010,286787,CHENNAI,TAMILNADU,27547,1000,Maruti Wagon-R,7793
4619741,2009,235229,CHENNAI,TAMILNADU,72106,1000,Maruti Wagon-R,6636
4472449,2009,263744,CHENNAI,TAMILNADU,16034,1000,Maruti Wagon-R,7589
4043887,2010,295639,CHENNAI,TAMILNADU,77000,1000,Maruti Wagon-R,7924
5362823,2010,296661,CHENNAI,TAMILNADU,39847,1000,Maruti Wagon-R,8458
